Patient_ID	Tumor_Sample_Barcode	Chromosome	Start_Position	End_Position	CopyNumber	Major_CN	Minor_CN
PD53341	PD53341a	chr4	46210	8950228	2	1	1
PD53341	PD53341a	chr4	8950551	9712186	1	1	0
PD53341	PD53341a	chr4	9716780	49092775	2	1	1
PD53341	PD53341a	chr4	49093016	49711644	2	2	0
PD53341	PD53341a	chr4	51848345	190179679	2	1	1
PD53341	PD53341a	chr5	11598	1094274	1	1	0
PD53341	PD53341a	chr5	1133929	1590826	13	12	1
PD53341	PD53341a	chr5	1606090	1874442	19	19	0
PD53341	PD53341a	chr5	1880777	5927781	5	4	1
PD53341	PD53341a	chr5	6015424	17306681	2	1	1
PD53341	PD53341a	chr5	17355132	18861016	20	18	2
PD53341	PD53341a	chr5	18865758	25879859	2	2	0
PD53341	PD53341a	chr5	25901048	28105143	20	18	2
PD53341	PD53341a	chr5	28216612	32072107	2	2	0
PD53341	PD53341a	chr5	32077547	32764516	17	16	1
PD53341	PD53341a	chr5	32789746	37834622	2	1	1
PD53341	PD53341a	chr5	38088581	41692629	6	5	1
PD53341	PD53341a	chr5	41842913	44013460	17	16	1
PD53341	PD53341a	chr5	44305031	46206800	7	6	1
PD53341	PD53341a	chr5	49601562	49666191	3	2	1
PD53341	PD53341a	chr5	50399316	176328409	2	1	1
PD53341	PD53341a	chr5	176336907	181283474	2	1	1
PD53341	PD53341a	chr6	164113	58093314	3	2	1
PD53341	PD53341a	chr6	60290764	61258702	17	17	0
PD53341	PD53341a	chr6	61600645	64137242	4	2	2
PD53341	PD53341a	chr6	64221414	65087895	20	20	0
PD53341	PD53341a	chr6	65119885	71571160	5	4	1
PD53341	PD53341a	chr6	71785852	88128230	2	1	1
PD53341	PD53341a	chr6	88201412	89656638	10	9	1
PD53341	PD53341a	chr6	89670285	89909461	20	20	0
PD53341	PD53341a	chr6	89922236	93113395	20	20	0
PD53341	PD53341a	chr6	93192569	94351676	16	15	1
PD53341	PD53341a	chr6	94559345	110933338	1	1	0
PD53341	PD53341a	chr6	110951803	112114070	13	10	3
PD53341	PD53341a	chr6	112114479	170594646	1	1	0
PD53341	PD53341a	chr7	38094	6999515	2	1	1
PD53341	PD53341a	chr7	7067255	35889068	2	1	1
PD53341	PD53341a	chr7	35903374	58091549	1	1	0
PD53341	PD53341a	chr7	60985118	76486849	2	1	1
PD53341	PD53341a	chr7	76504677	97689387	4	2	2
PD53341	PD53341a	chr7	97689418	102738028	2	1	1
PD53341	PD53341a	chr7	102748915	152327680	3	2	1
PD53341	PD53341a	chr7	152329514	152646711	2	1	1
PD53341	PD53341a	chr7	152648641	159316121	3	2	1
PD53341	PD53341a	chr8	213553	43500515	2	1	1
PD53341	PD53341a	chr8	46872025	137684183	3	2	1
PD53341	PD53341a	chr8	137684233	145066250	2	1	1
PD53341	PD53341a	chr9	169154	38717318	2	1	1
PD53341	PD53341a	chr9	38769924	42975792	2	1	1
PD53341	PD53341a	chr9	43242650	67773402	2	2	0
PD53341	PD53341a	chr9	67800317	138148814	2	1	1
PD53341	PD53341a	chr9	138149114	138199123	4	3	1
PD53341	PD53341a	chr10	47663	39475690	2	1	1
PD53341	PD53341a	chr10	41859730	42502340	1	1	0
PD53341	PD53341a	chr10	42507683	133787094	2	1	1
PD53341	PD53341a	chr11	194441	50553108	2	1	1
PD53341	PD53341a	chr11	54568643	55294665	2	1	1
PD53341	PD53341a	chr11	55305026	55347882	20	20	0
PD53341	PD53341a	chr11	55388674	59532668	4	2	2
PD53341	PD53341a	chr11	59542949	59828399	12	11	1
PD53341	PD53341a	chr11	60024307	61440358	2	1	1
PD53341	PD53341a	chr11	61458141	61798403	20	20	0
PD53341	PD53341a	chr11	61803876	68615092	2	1	1
PD53341	PD53341a	chr11	68620856	69660786	20	20	0
PD53341	PD53341a	chr11	69667300	74623156	2	1	1
PD53341	PD53341a	chr11	74634778	74854919	18	17	1
PD53341	PD53341a	chr11	74861527	75327272	20	20	0
PD53341	PD53341a	chr11	75408490	75577107	11	11	0
PD53341	PD53341a	chr11	75727863	78023248	2	1	1
PD53341	PD53341a	chr11	78028599	78551572	20	20	0
PD53341	PD53341a	chr11	78564160	79874482	2	1	1
PD53341	PD53341a	chr11	79929210	80110294	20	19	1
PD53341	PD53341a	chr11	80306305	81820567	4	2	2
PD53341	PD53341a	chr11	82542233	82630226	20	20	0
PD53341	PD53341a	chr11	82727400	88574454	2	2	0
PD53341	PD53341a	chr11	88590521	88882499	13	11	2
PD53341	PD53341a	chr11	89320134	94396703	4	2	2
PD53341	PD53341a	chr11	94417062	95882192	8	7	1
PD53341	PD53341a	chr11	95927644	96418949	15	15	0
PD53341	PD53341a	chr11	96487084	97340476	14	9	5
PD53341	PD53341a	chr11	97401741	98847295	20	20	0
PD53341	PD53341a	chr11	98852164	99689299	20	18	2
PD53341	PD53341a	chr11	99726980	100751095	20	20	0
PD53341	PD53341a	chr11	100771846	101418782	2	1	1
PD53341	PD53341a	chr11	101440628	102753276	20	20	0
PD53341	PD53341a	chr11	102770651	106311524	3	3	0
PD53341	PD53341a	chr11	106368290	107828828	20	20	0
PD53341	PD53341a	chr11	107837397	107957844	17	17	0
PD53341	PD53341a	chr11	107976248	111023225	3	3	0
PD53341	PD53341a	chr11	111042962	111140914	20	20	0
PD53341	PD53341a	chr11	111283932	113700130	4	2	2
PD53341	PD53341a	chr11	113732408	113855577	20	20	0
PD53341	PD53341a	chr11	113944839	118168026	2	1	1
PD53341	PD53341a	chr11	118278407	118412347	15	15	0
PD53341	PD53341a	chr11	118422966	135057684	1	1	0
PD53341	PD53341a	chr12	12233	7717105	2	1	1
PD53341	PD53341a	chr12	7720287	9070432	2	1	1
PD53341	PD53341a	chr12	9074462	34276742	3	2	1
PD53341	PD53341a	chr12	37420530	48347436	4	2	2
PD53341	PD53341a	chr12	48433680	57629091	2	1	1
PD53341	PD53341a	chr12	57699765	57862931	12	10	2
PD53341	PD53341a	chr12	57915991	93083905	3	2	1
PD53341	PD53341a	chr12	93106183	123700577	2	1	1
PD53341	PD53341a	chr12	123700665	133259857	2	1	1
PD53341	PD53341a	chr13	18177561	114354016	2	1	1
PD53341	PD53341a	chr14	18330620	19936576	2	2	0
PD53341	PD53341a	chr14	19975490	103914001	2	1	1
PD53341	PD53341a	chr14	103914696	106874913	2	1	1
PD53341	PD53341a	chr15	19987698	22747823	2	1	1
PD53341	PD53341a	chr15	22767914	43340557	1	1	0
PD53341	PD53341a	chr15	43366638	43909816	6	5	1
PD53341	PD53341a	chr15	43924379	50417919	1	1	0
PD53341	PD53341a	chr15	50558651	51125577	20	20	0
PD53341	PD53341a	chr15	51225827	53061957	6	5	1
PD53341	PD53341a	chr15	53144183	63445975	2	1	1
PD53341	PD53341a	chr15	63494453	63995296	20	19	1
PD53341	PD53341a	chr15	64033378	65078314	2	1	1
PD53341	PD53341a	chr15	65116813	65477186	9	8	1
PD53341	PD53341a	chr15	65497720	78944915	2	1	1
PD53341	PD53341a	chr15	78971755	79457785	12	11	1
PD53341	PD53341a	chr15	79473021	86110581	6	4	2
PD53341	PD53341a	chr15	86139512	88137968	10	9	1
PD53341	PD53341a	chr15	88182936	88652342	14	14	0
PD53341	PD53341a	chr15	88749134	92171519	5	4	1
PD53341	PD53341a	chr15	92171937	93256413	9	8	1
PD53341	PD53341a	chr15	93267065	94033804	7	6	1
PD53341	PD53341a	chr15	94063414	94662705	20	19	1
PD53341	PD53341a	chr15	94662743	100349291	4	2	2
PD53341	PD53341a	chr15	100399188	100783241	20	20	0
PD53341	PD53341a	chr15	100801944	101704393	3	2	1
PD53341	PD53341a	chr15	101711758	101980754	6	5	1
PD53341	PD53341a	chr16	35742	5100426	2	1	1
PD53341	PD53341a	chr16	5121365	36100400	2	1	1
PD53341	PD53341a	chr16	46386441	46671831	0	0	0
PD53341	PD53341a	chr16	46680617	65704076	2	1	1
PD53341	PD53341a	chr16	65720074	90094884	2	1	1
PD53341	PD53341a	chr17	84658	25074459	2	1	1
PD53341	PD53341a	chr17	25389878	83194874	2	1	1
PD53341	PD53341a	chr18	47628	82629	4	2	2
PD53341	PD53341a	chr18	108128	108488	4	4	0
PD53341	PD53341a	chr18	110425	15378961	2	1	1
PD53341	PD53341a	chr18	20973174	80160338	2	1	1
PD53341	PD53341a	chr19	261438	24186640	1	1	0
PD53341	PD53341a	chr19	27392054	58563339	1	1	0
PD53341	PD53341a	chr20	96321	25898759	2	1	1
PD53341	PD53341a	chr20	25908881	26132227	5	5	0
PD53341	PD53341a	chr20	28559285	30843162	1	1	0
PD53341	PD53341a	chr20	30843238	30867240	0	0	0
PD53341	PD53341a	chr20	30876685	64281456	2	1	1
PD53341	PD53341a	chr21	5218123	10737116	1	1	0
PD53341	PD53341a	chr21	13011376	46692808	1	1	0
PD53341	PD53341a	chr22	10684417	12900737	1	1	0
PD53341	PD53341a	chr22	15553139	50808384	2	1	1
PD53341	PD53341a	chrX	266999	52862789	2	1	1
PD53341	PD53341a	chrX	65956689	156003570	2	2	0
PD53341	PD53341a	chrY	3066285	3852576	3	3	0
PD53341	PD53341a	chrY	10785304	56887153	1	1	0
PD53343	PD53343h	chr1	13273	16975429	2	1	1
PD53343	PD53343h	chr1	16985387	123177111	2	1	1
PD53343	PD53343h	chr1	123755777	143838930	2	1	1
PD53343	PD53343h	chr1	143880545	248945592	2	1	1
PD53343	PD53343h	chr2	188171	92075324	2	1	1
PD53343	PD53343h	chr2	94190317	242183364	2	1	1
PD53343	PD53343h	chr3	10374	90303819	2	1	1
PD53343	PD53343h	chr3	91373993	198139510	2	1	1
PD53343	PD53343h	chr4	13970	48986433	2	1	1
PD53343	PD53343h	chr4	48986688	49711644	2	1	1
PD53343	PD53343h	chr4	51819050	190179679	2	1	1
PD53343	PD53343h	chr5	44595	1225561	2	2	0
PD53343	PD53343h	chr5	1253629	4437013	3	2	1
PD53343	PD53343h	chr5	4642041	16214692	3	2	1
PD53343	PD53343h	chr5	16329471	17729178	6	5	1
PD53343	PD53343h	chr5	17736184	30476205	3	2	1
PD53343	PD53343h	chr5	30480264	45816754	4	3	1
PD53343	PD53343h	chr5	49599598	181288546	2	1	1
PD53343	PD53343h	chr6	160049	58414703	3	2	1
PD53343	PD53343h	chr6	60281479	170640200	1	1	0
PD53343	PD53343h	chr7	37991	413634	4	2	2
PD53343	PD53343h	chr7	430570	698130	7	5	2
PD53343	PD53343h	chr7	700943	1773040	6	4	2
PD53343	PD53343h	chr7	1773083	3349915	4	2	2
PD53343	PD53343h	chr7	3369290	5229580	2	2	0
PD53343	PD53343h	chr7	5231042	5367749	4	2	2
PD53343	PD53343h	chr7	5377790	5771669	2	2	0
PD53343	PD53343h	chr7	5772014	6265448	8	6	2
PD53343	PD53343h	chr7	6272408	6807037	6	3	3
PD53343	PD53343h	chr7	6811766	8078014	2	2	0
PD53343	PD53343h	chr7	8086564	11636750	4	2	2
PD53343	PD53343h	chr7	11769292	20263698	2	2	0
PD53343	PD53343h	chr7	20268370	25595781	4	2	2
PD53343	PD53343h	chr7	25689798	51383371	2	2	0
PD53343	PD53343h	chr7	51384781	56726421	4	2	2
PD53343	PD53343h	chr7	56797613	58091557	4	2	2
PD53343	PD53343h	chr7	60958177	159261057	3	2	1
PD53343	PD53343h	chr8	213654	43500515	2	1	1
PD53343	PD53343h	chr8	45952307	145003393	2	1	1
PD53343	PD53343h	chr9	10368	33677434	1	1	0
PD53343	PD53343h	chr9	33737204	39036749	2	1	1
PD53343	PD53343h	chr9	39040778	42975633	2	1	1
PD53343	PD53343h	chr9	43110489	68410561	2	2	0
PD53343	PD53343h	chr9	68449111	96734675	2	1	1
PD53343	PD53343h	chr9	96746577	98441699	4	3	1
PD53343	PD53343h	chr9	98447306	138176464	2	1	1
PD53343	PD53343h	chr10	47588	39131354	2	1	1
PD53343	PD53343h	chr10	41859953	42273249	2	1	1
PD53343	PD53343h	chr10	42278382	75422261	2	1	1
PD53343	PD53343h	chr10	75467672	133787106	3	2	1
PD53343	PD53343h	chr11	198665	50553118	2	1	1
PD53343	PD53343h	chr11	54591430	135028117	2	1	1
PD53343	PD53343h	chr12	22477	34523014	3	2	1
PD53343	PD53343h	chr12	37418138	49394124	3	2	1
PD53343	PD53343h	chr12	49408890	133056950	2	1	1
PD53343	PD53343h	chr13	18177561	114325598	2	1	1
PD53343	PD53343h	chr14	16057734	16402218	2	1	1
PD53343	PD53343h	chr14	18330642	19893506	1	1	0
PD53343	PD53343h	chr14	19921715	106878743	2	1	1
PD53343	PD53343h	chr15	20011061	22688840	2	1	1
PD53343	PD53343h	chr15	22690559	101980762	2	1	1
PD53343	PD53343h	chr16	23607	5909287	2	1	1
PD53343	PD53343h	chr16	5922119	32918643	2	1	1
PD53343	PD53343h	chr16	32934685	36100344	2	1	1
PD53343	PD53343h	chr16	46386441	70674834	2	1	1
PD53343	PD53343h	chr16	70679144	90106232	1	1	0
PD53343	PD53343h	chr17	132172	25074523	2	1	1
PD53343	PD53343h	chr17	25920162	26952458	2	2	0
PD53343	PD53343h	chr17	26982170	44242117	2	1	1
PD53343	PD53343h	chr17	44242834	46134666	3	2	1
PD53343	PD53343h	chr17	46135838	83135542	3	2	1
PD53343	PD53343h	chr18	47492	15379023	2	1	1
PD53343	PD53343h	chr18	20941007	80250865	2	1	1
PD53343	PD53343h	chr19	107329	24394239	2	1	1
PD53343	PD53343h	chr19	27392127	58599150	2	1	1
PD53343	PD53343h	chr20	87623	26168423	2	1	1
PD53343	PD53343h	chr20	28559257	64327831	2	1	1
PD53343	PD53343h	chr21	5034010	10739746	2	1	1
PD53343	PD53343h	chr21	13000242	23369016	1	1	0
PD53343	PD53343h	chr21	23407780	46661749	2	1	1
PD53343	PD53343h	chr22	10662913	12797360	2	1	1
PD53343	PD53343h	chr22	15350241	50808263	2	1	1
PD53343	PD53343h	chrX	284193	57977737	1	1	0
PD53343	PD53343h	chrX	63299790	155996516	1	1	0
PD53343	PD53343h	chrY	10796683	56886905	2	2	0
PD53345	PD53345a	chr1	65974	121151161	4	2	2
PD53345	PD53345a	chr1	124741523	145405011	4	2	2
PD53345	PD53345a	chr1	145434353	248945585	5	3	2
PD53345	PD53345a	chr2	39356	92012900	4	2	2
PD53345	PD53345a	chr2	94190317	95888024	4	2	2
PD53345	PD53345a	chr2	95889774	95962211	6	4	2
PD53345	PD53345a	chr2	95982108	124524333	4	2	2
PD53345	PD53345a	chr2	124564211	126854230	9	7	2
PD53345	PD53345a	chr2	126952080	143930403	4	2	2
PD53345	PD53345a	chr2	144222281	144552775	11	9	2
PD53345	PD53345a	chr2	145041108	182858994	5	3	2
PD53345	PD53345a	chr2	182892931	184938718	8	6	2
PD53345	PD53345a	chr2	185009907	208893919	5	3	2
PD53345	PD53345a	chr2	208915896	240789426	4	2	2
PD53345	PD53345a	chr2	240871540	242183437	4	2	2
PD53345	PD53345a	chr3	13132	9596935	5	3	2
PD53345	PD53345a	chr3	9599843	75664797	4	2	2
PD53345	PD53345a	chr3	75665186	75765594	4	2	2
PD53345	PD53345a	chr3	75770380	90613961	5	3	2
PD53345	PD53345a	chr3	91404517	193993393	5	3	2
PD53345	PD53345a	chr3	193993849	198120733	4	2	2
PD53345	PD53345a	chr4	25320	9829137	4	2	2
PD53345	PD53345a	chr4	9832258	48986433	4	2	2
PD53345	PD53345a	chr4	49092128	49711665	3	2	1
PD53345	PD53345a	chr4	51838815	185620253	4	2	2
PD53345	PD53345a	chr4	185620277	190179756	3	2	1
PD53345	PD53345a	chr5	11616	751141	6	4	2
PD53345	PD53345a	chr5	765844	1420473	13	11	2
PD53345	PD53345a	chr5	1426844	1616412	6	4	2
PD53345	PD53345a	chr5	1632643	7792058	2	2	0
PD53345	PD53345a	chr5	7826567	8082619	7	5	2
PD53345	PD53345a	chr5	8211073	8547107	16	14	2
PD53345	PD53345a	chr5	8552940	31706568	2	2	0
PD53345	PD53345a	chr5	31709088	39094155	6	4	2
PD53345	PD53345a	chr5	39119621	39555201	2	2	0
PD53345	PD53345a	chr5	39719344	41410477	9	6	3
PD53345	PD53345a	chr5	41586109	46008937	2	2	0
PD53345	PD53345a	chr5	49601562	49666191	2	1	1
PD53345	PD53345a	chr5	50905610	103817154	5	3	2
PD53345	PD53345a	chr5	103818104	181292406	3	2	1
PD53345	PD53345a	chr6	188543	29818051	4	2	2
PD53345	PD53345a	chr6	29818116	29818991	5	3	2
PD53345	PD53345a	chr6	29819523	32473349	4	2	2
PD53345	PD53345a	chr6	32473373	32742666	5	3	2
PD53345	PD53345a	chr6	32745253	58348234	4	2	2
PD53345	PD53345a	chr6	60254368	71585963	4	2	2
PD53345	PD53345a	chr6	71695200	170586189	2	2	0
PD53345	PD53345a	chr7	35631	6922874	4	2	2
PD53345	PD53345a	chr7	6924737	55473193	4	2	2
PD53345	PD53345a	chr7	55499224	58100769	4	2	2
PD53345	PD53345a	chr7	60958059	78044950	4	2	2
PD53345	PD53345a	chr7	78066190	97886001	5	3	2
PD53345	PD53345a	chr7	97886250	102738028	3	2	1
PD53345	PD53345a	chr7	102740099	159316121	4	2	2
PD53345	PD53345a	chr8	213370	43672929	4	2	2
PD53345	PD53345a	chr8	45952307	144843325	4	2	2
PD53345	PD53345a	chr9	69434	35725795	3	2	1
PD53345	PD53345a	chr9	35736731	42975673	3	2	1
PD53345	PD53345a	chr9	43038164	78313728	3	2	1
PD53345	PD53345a	chr9	78313940	138177303	3	2	1
PD53345	PD53345a	chr10	47663	39131435	3	2	1
PD53345	PD53345a	chr10	41859953	133689420	3	2	1
PD53345	PD53345a	chr11	192997	4330362	4	3	1
PD53345	PD53345a	chr11	4367297	50239555	4	2	2
PD53345	PD53345a	chr11	54635927	56893996	5	3	2
PD53345	PD53345a	chr11	57143790	57845419	8	6	2
PD53345	PD53345a	chr11	57856497	58203729	20	20	0
PD53345	PD53345a	chr11	58214581	58606117	7	4	3
PD53345	PD53345a	chr11	58608893	58913241	10	8	2
PD53345	PD53345a	chr11	58924574	63166302	2	2	0
PD53345	PD53345a	chr11	63243761	64708973	2	2	0
PD53345	PD53345a	chr11	64712836	65553309	2	2	0
PD53345	PD53345a	chr11	65570243	66316685	2	2	0
PD53345	PD53345a	chr11	66332516	67755243	4	2	2
PD53345	PD53345a	chr11	67770054	68437071	5	3	2
PD53345	PD53345a	chr11	68461653	69303252	2	2	0
PD53345	PD53345a	chr11	69303910	69544971	6	4	2
PD53345	PD53345a	chr11	69547646	69599087	20	18	2
PD53345	PD53345a	chr11	69611646	69748802	20	20	0
PD53345	PD53345a	chr11	69752029	70117590	18	17	1
PD53345	PD53345a	chr11	70129941	70599768	2	2	0
PD53345	PD53345a	chr11	70602194	71218156	7	4	3
PD53345	PD53345a	chr11	71231821	72150410	2	2	0
PD53345	PD53345a	chr11	72159442	72531271	7	5	2
PD53345	PD53345a	chr11	72550622	72713471	2	2	0
PD53345	PD53345a	chr11	72720316	73028965	14	13	1
PD53345	PD53345a	chr11	73031520	73850919	7	5	2
PD53345	PD53345a	chr11	73891056	74093908	2	2	0
PD53345	PD53345a	chr11	74098233	74883783	7	5	2
PD53345	PD53345a	chr11	74919800	75796312	2	2	0
PD53345	PD53345a	chr11	76066709	76848502	4	2	2
PD53345	PD53345a	chr11	76863068	77217108	18	16	2
PD53345	PD53345a	chr11	77225067	78142656	6	4	2
PD53345	PD53345a	chr11	78152965	78558974	14	12	2
PD53345	PD53345a	chr11	78559119	81584929	10	8	2
PD53345	PD53345a	chr11	81756999	135055593	2	2	0
PD53345	PD53345a	chr12	12259	34614483	4	2	2
PD53345	PD53345a	chr12	37418138	48564304	4	2	2
PD53345	PD53345a	chr12	48565606	108474600	4	2	2
PD53345	PD53345a	chr12	108485422	108945591	6	4	2
PD53345	PD53345a	chr12	108955972	133095387	4	2	2
PD53345	PD53345a	chr13	17742959	114299210	4	2	2
PD53345	PD53345a	chr14	16037128	16402273	4	2	2
PD53345	PD53345a	chr14	18330642	19936715	4	3	1
PD53345	PD53345a	chr14	19946937	106874951	4	2	2
PD53345	PD53345a	chr15	19908224	20353507	3	2	1
PD53345	PD53345a	chr15	20355089	101887448	4	2	2
PD53345	PD53345a	chr16	11651	36162903	3	2	1
PD53345	PD53345a	chr16	46386441	50192902	4	2	2
PD53345	PD53345a	chr16	50194939	90175110	4	2	2
PD53345	PD53345a	chr17	137637	25074523	3	2	1
PD53345	PD53345a	chr17	25389878	83233411	3	2	1
PD53345	PD53345a	chr18	47738	15357277	3	2	1
PD53345	PD53345a	chr18	20947821	80257347	3	2	1
PD53345	PD53345a	chr19	261438	24394098	3	2	1
PD53345	PD53345a	chr19	27392054	44598020	3	2	1
PD53345	PD53345a	chr19	44654324	58599162	3	2	1
PD53345	PD53345a	chr20	101498	25564613	4	2	2
PD53345	PD53345a	chr20	25596147	26110667	4	3	1
PD53345	PD53345a	chr20	28559257	31244855	4	2	2
PD53345	PD53345a	chr20	31248651	64327831	4	2	2
PD53345	PD53345a	chr21	5034010	10737300	4	2	2
PD53345	PD53345a	chr21	13003080	46692843	4	2	2
PD53345	PD53345a	chr22	10685477	10772774	6	3	3
PD53345	PD53345a	chr22	10772836	11681707	4	2	2
PD53345	PD53345a	chr22	11682515	12900686	4	2	2
PD53345	PD53345a	chr22	15326749	15609349	2	2	0
PD53345	PD53345a	chr22	15691320	16458818	6	3	3
PD53345	PD53345a	chr22	16465107	16598306	14	12	2
PD53345	PD53345a	chr22	16598527	17302371	15	14	1
PD53345	PD53345a	chr22	17310805	17622691	4	2	2
PD53345	PD53345a	chr22	17757457	18084510	14	10	4
PD53345	PD53345a	chr22	18088242	19685690	4	2	2
PD53345	PD53345a	chr22	19690620	20468955	11	9	2
PD53345	PD53345a	chr22	20483942	21598999	8	6	2
PD53345	PD53345a	chr22	21603703	21882555	17	15	2
PD53345	PD53345a	chr22	21892449	22133989	9	7	2
PD53345	PD53345a	chr22	22145708	23490412	20	18	2
PD53345	PD53345a	chr22	23491525	23928590	12	10	2
PD53345	PD53345a	chr22	23935446	24003952	17	10	7
PD53345	PD53345a	chr22	24003977	24515744	11	9	2
PD53345	PD53345a	chr22	24586554	25223935	2	2	0
PD53345	PD53345a	chr22	25226918	25318609	5	4	1
PD53345	PD53345a	chr22	25334485	25458335	16	14	2
PD53345	PD53345a	chr22	25500780	31404971	2	2	0
PD53345	PD53345a	chr22	31417072	31555285	15	14	1
PD53345	PD53345a	chr22	31556797	31725640	7	5	2
PD53345	PD53345a	chr22	31729884	31847512	12	10	2
PD53345	PD53345a	chr22	31849528	33824496	12	11	1
PD53345	PD53345a	chr22	33870729	34982019	20	18	2
PD53345	PD53345a	chr22	35017946	35853967	8	6	2
PD53345	PD53345a	chr22	35886259	36875840	20	19	1
PD53345	PD53345a	chr22	36880872	37701352	20	18	2
PD53345	PD53345a	chr22	37704033	38103516	20	19	1
PD53345	PD53345a	chr22	38103579	38146491	14	13	1
PD53345	PD53345a	chr22	38149724	38193264	8	7	1
PD53345	PD53345a	chr22	38195818	38286948	15	14	1
PD53345	PD53345a	chr22	38303052	38458423	12	10	2
PD53345	PD53345a	chr22	38470362	39018235	3	3	0
PD53345	PD53345a	chr22	39024936	39054523	10	8	2
PD53345	PD53345a	chr22	39081118	39595065	2	2	0
PD53345	PD53345a	chr22	39619054	40247868	10	8	2
PD53345	PD53345a	chr22	40378201	40798905	6	4	2
PD53345	PD53345a	chr22	40828389	41699077	16	14	2
PD53345	PD53345a	chr22	41730297	50422154	2	2	0
PD53345	PD53345a	chr22	50438326	50808277	4	2	2
PD53345	PD53345a	chrX	255744	52862852	4	2	2
PD53345	PD53345a	chrX	84871173	155991011	4	3	1
PD53345	PD53345a	chrY	3066417	9478774	4	4	0
PD53345	PD53345a	chrY	10796683	11533205	4	3	1
PD53345	PD53345a	chrY	11533590	11722097	2	2	0
PD53345	PD53345a	chrY	11722099	56881273	4	2	2
PD53345	PD53345a	chrY	56883966	56887153	7	6	1
PD53346	PD53346a	chr1	13273	7862201	3	2	1
PD53346	PD53346a	chr1	7867180	26076890	2	1	1
PD53346	PD53346a	chr1	26086193	54869629	2	1	1
PD53346	PD53346a	chr1	54871277	121387910	5	3	2
PD53346	PD53346a	chr1	125066017	150158640	6	3	3
PD53346	PD53346a	chr1	150159147	152047282	4	2	2
PD53346	PD53346a	chr1	152076982	153548542	7	4	3
PD53346	PD53346a	chr1	153551873	156815941	3	2	1
PD53346	PD53346a	chr1	156876328	160684996	6	3	3
PD53346	PD53346a	chr1	160715584	161418623	4	2	2
PD53346	PD53346a	chr1	161442907	199504159	7	4	3
PD53346	PD53346a	chr1	199504265	234130422	6	3	3
PD53346	PD53346a	chr1	234140160	236633268	5	3	2
PD53346	PD53346a	chr1	236652609	248827413	6	3	3
PD53346	PD53346a	chr1	248830059	248945585	10	5	5
PD53346	PD53346a	chr2	37100	92007009	4	3	1
PD53346	PD53346a	chr2	94194584	242065899	4	3	1
PD53346	PD53346a	chr3	51196	9172376	4	2	2
PD53346	PD53346a	chr3	9248901	12493424	2	1	1
PD53346	PD53346a	chr3	12496456	13089986	6	6	0
PD53346	PD53346a	chr3	13136923	58586898	3	2	1
PD53346	PD53346a	chr3	58596444	66893038	5	3	2
PD53346	PD53346a	chr3	66898548	76046334	4	2	2
PD53346	PD53346a	chr3	76077291	90613961	6	3	3
PD53346	PD53346a	chr3	93470433	182973526	4	2	2
PD53346	PD53346a	chr3	182992442	187168753	2	1	1
PD53346	PD53346a	chr3	187175690	194944679	4	2	2
PD53346	PD53346a	chr3	194944734	198035752	1	1	0
PD53346	PD53346a	chr4	14056	26908920	1	1	0
PD53346	PD53346a	chr4	27047403	41013882	4	3	1
PD53346	PD53346a	chr4	41029910	45274937	8	6	2
PD53346	PD53346a	chr4	46040928	49711661	1	1	0
PD53346	PD53346a	chr4	52029884	182517738	4	3	1
PD53346	PD53346a	chr4	182609296	190179679	3	2	1
PD53346	PD53346a	chr5	110155	46206809	4	3	1
PD53346	PD53346a	chr5	49601562	49666191	0	0	0
PD53346	PD53346a	chr5	50273784	82119754	4	2	2
PD53346	PD53346a	chr5	82288339	131151965	5	3	2
PD53346	PD53346a	chr5	131159722	171331173	3	2	1
PD53346	PD53346a	chr5	171345058	181281936	2	1	1
PD53346	PD53346a	chr6	175383	30262351	8	5	3
PD53346	PD53346a	chr6	30263294	33240971	6	4	2
PD53346	PD53346a	chr6	33252310	44280214	6	4	2
PD53346	PD53346a	chr6	44282428	58414703	9	6	3
PD53346	PD53346a	chr6	60281479	170582405	3	3	0
PD53346	PD53346a	chr7	50462	4854421	4	2	2
PD53346	PD53346a	chr7	4860464	7079423	2	1	1
PD53346	PD53346a	chr7	7081938	20644316	7	4	3
PD53346	PD53346a	chr7	20647709	55645668	5	3	2
PD53346	PD53346a	chr7	55645756	58091557	2	1	1
PD53346	PD53346a	chr7	60985029	65798120	4	2	2
PD53346	PD53346a	chr7	65799829	65815477	10	10	0
PD53346	PD53346a	chr7	65818567	77983653	2	1	1
PD53346	PD53346a	chr7	78019354	97384206	6	3	3
PD53346	PD53346a	chr7	97417093	102754477	2	1	1
PD53346	PD53346a	chr7	103342573	107995027	4	2	2
PD53346	PD53346a	chr7	108082100	127428943	6	3	3
PD53346	PD53346a	chr7	127584139	131819388	4	2	2
PD53346	PD53346a	chr7	131847410	137818734	6	3	3
PD53346	PD53346a	chr7	137868812	141253881	2	1	1
PD53346	PD53346a	chr7	141292956	152273892	5	3	2
PD53346	PD53346a	chr7	152278438	152416410	4	4	0
PD53346	PD53346a	chr7	152416418	159114740	4	2	2
PD53346	PD53346a	chr8	213553	12650410	6	3	3
PD53346	PD53346a	chr8	12655680	12664413	20	20	0
PD53346	PD53346a	chr8	12728752	43539913	4	2	2
PD53346	PD53346a	chr8	46035974	145055416	5	3	2
PD53346	PD53346a	chr9	10395	42975562	3	3	0
