Patient_ID	Tumor_Sample_Barcode	Chromosome	Start_Position	End_Position	CopyNumber	Major_CN	Minor_CN
PD53347	PD53347c	chr14	106436265	106810329	5	5	0
PD53347	PD53347c	chr15	19987698	20252038	2	1	1
PD53347	PD53347c	chr15	20254037	23310736	3	3	0
PD53347	PD53347c	chr15	23311468	23440748	6	4	2
PD53347	PD53347c	chr15	23441196	32747620	4	4	0
PD53347	PD53347c	chr15	32801584	33116384	9	9	0
PD53347	PD53347c	chr15	33154057	52295693	4	4	0
PD53347	PD53347c	chr15	52312649	52938465	6	4	2
PD53347	PD53347c	chr15	53040226	57102336	4	4	0
PD53347	PD53347c	chr15	57166145	59690798	5	3	2
PD53347	PD53347c	chr15	59707170	63966916	8	4	4
PD53347	PD53347c	chr15	64033378	67806598	6	4	2
PD53347	PD53347c	chr15	67808285	74417225	4	4	0
PD53347	PD53347c	chr15	74742915	80289048	6	3	3
PD53347	PD53347c	chr15	80291011	92296691	8	4	4
PD53347	PD53347c	chr15	92307771	101029262	7	4	3
PD53347	PD53347c	chr15	101048718	101805957	2	2	0
PD53347	PD53347c	chr16	11641	964119	4	4	0
PD53347	PD53347c	chr16	981090	1256483	6	4	2
PD53347	PD53347c	chr16	1256606	5766314	3	3	0
PD53347	PD53347c	chr16	5788360	6900106	6	3	3
PD53347	PD53347c	chr16	6928845	8508350	3	3	0
PD53347	PD53347c	chr16	8532690	9768699	7	4	3
PD53347	PD53347c	chr16	9822347	11166583	3	3	0
PD53347	PD53347c	chr16	11226055	11628927	11	8	3
PD53347	PD53347c	chr16	11638477	14778303	14	11	3
PD53347	PD53347c	chr16	14864581	16187953	3	3	0
PD53347	PD53347c	chr16	16190415	29356475	5	3	2
PD53347	PD53347c	chr16	29361079	32066216	3	2	1
PD53347	PD53347c	chr16	32066546	34595573	6	5	1
PD53347	PD53347c	chr16	34652865	36104311	8	4	4
PD53347	PD53347c	chr16	46386441	46531107	3	2	1
PD53347	PD53347c	chr16	46551930	90094657	3	3	0
PD53347	PD53347c	chr17	137681	12677426	5	3	2
PD53347	PD53347c	chr17	12699021	25074523	8	5	3
PD53347	PD53347c	chr17	25389878	30816009	8	4	4
PD53347	PD53347c	chr17	30834485	31260527	3	3	0
PD53347	PD53347c	chr17	31327858	35169953	8	4	4
PD53347	PD53347c	chr17	35170031	38169703	6	4	2
PD53347	PD53347c	chr17	38458455	54439630	4	2	2
PD53347	PD53347c	chr17	54470140	76239541	7	5	2
PD53347	PD53347c	chr17	76249974	76681074	13	11	2
PD53347	PD53347c	chr17	76688516	81548483	7	5	2
PD53347	PD53347c	chr17	81552356	82668228	3	2	1
PD53347	PD53347c	chr17	82715588	83135891	1	1	0
PD53347	PD53347c	chr18	47492	8784725	5	4	1
PD53347	PD53347c	chr18	8809570	15378682	6	4	2
PD53347	PD53347c	chr18	21078092	59089288	8	6	2
PD53347	PD53347c	chr18	59090909	73846172	5	3	2
PD53347	PD53347c	chr18	73856880	79200750	6	3	3
PD53347	PD53347c	chr18	79281852	80250865	13	10	3
PD53347	PD53347c	chr19	263280	6147442	4	4	0
PD53347	PD53347c	chr19	6151692	7326128	6	6	0
PD53347	PD53347c	chr19	7459893	17131513	4	4	0
PD53347	PD53347c	chr19	17143660	19187295	8	4	4
PD53347	PD53347c	chr19	19194090	22073545	4	4	0
PD53347	PD53347c	chr19	22138454	23146138	1	1	0
PD53347	PD53347c	chr19	23199013	24186640	4	4	0
PD53347	PD53347c	chr19	27646381	36996730	3	2	1
PD53347	PD53347c	chr19	36996821	58563286	4	2	2
PD53347	PD53347c	chr20	87623	10916913	4	3	1
PD53347	PD53347c	chr20	11109579	26110592	6	3	3
PD53347	PD53347c	chr20	28559257	30918177	5	3	2
PD53347	PD53347c	chr20	30919437	31075501	9	8	1
PD53347	PD53347c	chr20	31075526	61254791	7	4	3
PD53347	PD53347c	chr20	61331582	64302606	10	7	3
PD53347	PD53347c	chr21	5143363	10739746	4	2	2
PD53347	PD53347c	chr21	13010950	22901229	7	4	3
PD53347	PD53347c	chr21	23101805	46692843	4	2	2
PD53347	PD53347c	chr22	10664499	12638465	4	3	1
PD53347	PD53347c	chr22	15552149	16839471	5	4	1
PD53347	PD53347c	chr22	16846024	17084998	11	7	4
PD53347	PD53347c	chr22	17109290	20887566	3	3	0
PD53347	PD53347c	chr22	20896814	20933355	10	5	5
PD53347	PD53347c	chr22	20941809	24495324	3	3	0
PD53347	PD53347c	chr22	24502342	25626181	9	7	2
PD53347	PD53347c	chr22	25647836	26913982	7	4	3
PD53347	PD53347c	chr22	27254289	35283958	3	3	0
PD53347	PD53347c	chr22	35323300	36833853	13	10	3
PD53347	PD53347c	chr22	36846162	37936892	20	17	3
PD53347	PD53347c	chr22	37942618	38095534	20	20	0
PD53347	PD53347c	chr22	38100317	39106018	18	16	2
PD53347	PD53347c	chr22	39111882	41410924	14	11	3
PD53347	PD53347c	chr22	41412346	42430294	13	10	3
PD53347	PD53347c	chr22	42454295	46230193	3	3	0
PD53347	PD53347c	chr22	46248067	47339108	8	5	3
PD53347	PD53347c	chr22	47461788	50808263	3	3	0
PD53347	PD53347c	chrX	288633	1439514	3	2	1
PD53347	PD53347c	chrX	1466418	9898380	5	3	2
PD53347	PD53347c	chrX	9933015	44341687	9	6	3
PD53347	PD53347c	chrX	44349249	50408630	10	5	5
PD53347	PD53347c	chrX	50463496	58204641	6	4	2
PD53347	PD53347c	chrX	64190230	82338007	7	4	3
PD53347	PD53347c	chrX	83208546	89382093	4	4	0
PD53347	PD53347c	chrX	89455781	155985886	2	2	0
PD53347	PD53347c	chrY	10785299	56885653	4	2	2
PD53348	PD53348a	chr1	284929	6663058	1	1	0
PD53348	PD53348a	chr1	6675642	11535236	1	1	0
PD53348	PD53348a	chr1	11592437	16491182	2	1	1
PD53348	PD53348a	chr1	16497886	16760937	1	1	0
PD53348	PD53348a	chr1	16760970	57287355	2	1	1
PD53348	PD53348a	chr1	57588963	99039542	1	1	0
PD53348	PD53348a	chr1	99090330	121568587	2	1	1
PD53348	PD53348a	chr1	124098959	143542957	3	3	0
PD53348	PD53348a	chr1	143550946	222664252	2	1	1
PD53348	PD53348a	chr1	222673540	248945585	1	1	0
PD53348	PD53348a	chr2	459139	21871147	1	1	0
PD53348	PD53348a	chr2	22150945	87144216	2	1	1
PD53348	PD53348a	chr2	87172604	91987791	2	1	1
PD53348	PD53348a	chr2	94190317	241149506	2	1	1
PD53348	PD53348a	chr2	241176760	242074617	1	1	0
PD53348	PD53348a	chr3	238671	75598912	2	1	1
PD53348	PD53348a	chr3	75606102	75765877	2	2	0
PD53348	PD53348a	chr3	75800690	90613961	2	1	1
PD53348	PD53348a	chr3	91404517	198120733	1	1	0
PD53348	PD53348a	chr4	47292	37245399	1	1	0
PD53348	PD53348a	chr4	37245539	49098202	2	1	1
PD53348	PD53348a	chr4	49098589	49711644	2	1	1
PD53348	PD53348a	chr4	52029884	108841762	2	1	1
PD53348	PD53348a	chr4	108898985	190179756	1	1	0
PD53348	PD53348a	chr5	163090	46008937	2	1	1
PD53348	PD53348a	chr5	49599598	101320382	1	1	0
PD53348	PD53348a	chr5	101820697	181281775	2	1	1
PD53348	PD53348a	chr6	249571	6771263	3	2	1
PD53348	PD53348a	chr6	6782654	8697822	4	2	2
PD53348	PD53348a	chr6	8718022	29667754	2	2	0
PD53348	PD53348a	chr6	29669540	30456040	4	2	2
PD53348	PD53348a	chr6	30456064	30458704	12	12	0
PD53348	PD53348a	chr6	30469003	31908265	4	2	2
PD53348	PD53348a	chr6	31914247	33613234	3	2	1
PD53348	PD53348a	chr6	33615669	33781375	2	2	0
PD53348	PD53348a	chr6	33784168	35090340	8	8	0
PD53348	PD53348a	chr6	35270377	37066836	2	2	0
PD53348	PD53348a	chr6	37108202	40275760	4	2	2
PD53348	PD53348a	chr6	40289921	48952136	2	2	0
PD53348	PD53348a	chr6	48952739	51180207	5	3	2
PD53348	PD53348a	chr6	51454308	58380586	2	2	0
PD53348	PD53348a	chr6	60254368	66333940	3	2	1
PD53348	PD53348a	chr6	66348841	101444069	2	1	1
PD53348	PD53348a	chr6	101496199	148131360	1	1	0
PD53348	PD53348a	chr6	148140910	151622318	2	1	1
PD53348	PD53348a	chr6	151649219	161350329	1	1	0
PD53348	PD53348a	chr6	161359046	162018243	5	4	1
PD53348	PD53348a	chr6	162100737	163629014	2	1	1
PD53348	PD53348a	chr6	163863408	170611108	3	3	0
PD53348	PD53348a	chr7	50462	17699407	3	2	1
PD53348	PD53348a	chr7	17707459	23660040	2	2	0
PD53348	PD53348a	chr7	23680147	54088890	1	1	0
PD53348	PD53348a	chr7	54239716	58100284	2	1	1
PD53348	PD53348a	chr7	60958067	64833197	4	3	1
PD53348	PD53348a	chr7	64844936	67945479	1	1	0
PD53348	PD53348a	chr7	68016512	68664098	10	9	1
PD53348	PD53348a	chr7	68674315	69286416	5	4	1
PD53348	PD53348a	chr7	69297550	80176711	2	1	1
PD53348	PD53348a	chr7	80210896	86644973	7	6	1
PD53348	PD53348a	chr7	86918518	91118367	2	1	1
PD53348	PD53348a	chr7	91146511	94457319	15	14	1
PD53348	PD53348a	chr7	94517479	96393790	1	1	0
PD53348	PD53348a	chr7	96709617	97886173	4	3	1
PD53348	PD53348a	chr7	97916092	99484107	8	7	1
PD53348	PD53348a	chr7	99492633	100780599	13	12	1
PD53348	PD53348a	chr7	100785983	102772454	1	1	0
PD53348	PD53348a	chr7	102949069	103777110	8	7	1
PD53348	PD53348a	chr7	103836252	127058297	1	1	0
PD53348	PD53348a	chr7	127086344	127923136	13	12	1
PD53348	PD53348a	chr7	128002985	129776618	1	1	0
PD53348	PD53348a	chr7	129787932	130172420	14	14	0
PD53348	PD53348a	chr7	130175372	131236745	10	9	1
PD53348	PD53348a	chr7	131242277	159260919	1	1	0
PD53348	PD53348a	chr8	213654	7525096	3	2	1
PD53348	PD53348a	chr8	7525142	10471320	1	1	0
PD53348	PD53348a	chr8	10471332	12185371	2	1	1
PD53348	PD53348a	chr8	12185538	43372784	1	1	0
PD53348	PD53348a	chr8	45952307	145066250	2	1	1
PD53348	PD53348a	chr9	117666	2686336	2	2	0
PD53348	PD53348a	chr9	2692966	27921849	1	1	0
PD53348	PD53348a	chr9	28172114	38807482	2	1	1
PD53348	PD53348a	chr9	38981816	42975562	2	1	1
PD53348	PD53348a	chr9	43038706	68333969	2	2	0
PD53348	PD53348a	chr9	68384399	138214444	2	1	1
PD53348	PD53348a	chr10	326911	38950914	1	1	0
PD53348	PD53348a	chr10	39967598	133689420	1	1	0
PD53348	PD53348a	chr11	193627	48352394	1	1	0
PD53348	PD53348a	chr11	48358921	50512765	2	1	1
PD53348	PD53348a	chr11	54592419	55683837	2	1	1
PD53348	PD53348a	chr11	55719701	60493097	1	1	0
PD53348	PD53348a	chr11	60497156	62680091	2	1	1
PD53348	PD53348a	chr11	62787770	67004578	1	1	0
PD53348	PD53348a	chr11	67026637	69745383	9	8	1
PD53348	PD53348a	chr11	69749142	71059009	5	4	1
PD53348	PD53348a	chr11	71118545	72004904	4	3	1
PD53348	PD53348a	chr11	72018804	73071429	5	4	1
PD53348	PD53348a	chr11	73234975	74379651	1	1	0
PD53348	PD53348a	chr11	74414055	75391677	14	13	1
PD53348	PD53348a	chr11	75392786	76678157	13	13	0
PD53348	PD53348a	chr11	76683162	79901942	14	13	1
PD53348	PD53348a	chr11	79921955	82102543	8	7	1
PD53348	PD53348a	chr11	82397081	83930565	1	1	0
PD53348	PD53348a	chr11	84521890	88521153	4	3	1
PD53348	PD53348a	chr11	88540985	90292527	13	12	1
PD53348	PD53348a	chr11	90383527	93184306	6	5	1
PD53348	PD53348a	chr11	93197890	135003741	1	1	0
PD53348	PD53348a	chr12	12233	34523014	2	1	1
PD53348	PD53348a	chr12	37418138	49237912	2	1	1
PD53348	PD53348a	chr12	49243210	49373973	7	6	1
PD53348	PD53348a	chr12	49378677	52146149	4	3	1
PD53348	PD53348a	chr12	52146442	53119364	7	6	1
PD53348	PD53348a	chr12	53119381	54807953	4	3	1
PD53348	PD53348a	chr12	54973548	57564530	2	1	1
PD53348	PD53348a	chr12	57574932	59489168	7	6	1
PD53348	PD53348a	chr12	59523242	66568318	2	1	1
PD53348	PD53348a	chr12	66612584	67978291	7	6	1
PD53348	PD53348a	chr12	68003593	69610370	5	4	1
PD53348	PD53348a	chr12	69643740	90025415	2	1	1
PD53348	PD53348a	chr12	90048224	108592336	1	1	0
PD53348	PD53348a	chr12	108631656	133259913	2	1	1
PD53348	PD53348a	chr13	17312106	17644944	7	7	0
PD53348	PD53348a	chr13	18177561	114354016	1	1	0
PD53348	PD53348a	chr14	16099174	16402213	5	5	0
PD53348	PD53348a	chr14	18289828	19936576	2	2	0
PD53348	PD53348a	chr14	19975713	21196551	2	1	1
PD53348	PD53348a	chr14	21353662	24324441	1	1	0
PD53348	PD53348a	chr14	24409279	40181848	2	1	1
PD53348	PD53348a	chr14	40184501	81669816	1	1	0
PD53348	PD53348a	chr14	81685815	106802973	2	1	1
PD53348	PD53348a	chr15	19964897	83016089	1	1	0
PD53348	PD53348a	chr15	83037836	91784597	5	5	0
PD53348	PD53348a	chr15	91915957	93648415	1	1	0
PD53348	PD53348a	chr15	93724832	99413738	5	5	0
PD53348	PD53348a	chr15	99485912	101666385	8	8	0
PD53348	PD53348a	chr15	101667914	101915184	5	4	1
PD53348	PD53348a	chr16	11651	32066286	2	1	1
PD53348	PD53348a	chr16	32101910	36104311	2	1	1
PD53348	PD53348a	chr16	46386256	50077163	1	1	0
PD53348	PD53348a	chr16	50080594	90166424	1	1	0
PD53348	PD53348a	chr17	137603	16309740	1	1	0
PD53348	PD53348a	chr17	16318005	25074459	2	1	1
PD53348	PD53348a	chr17	25920162	46082622	2	1	1
PD53348	PD53348a	chr17	46096702	46539546	1	1	0
PD53348	PD53348a	chr17	46548981	83194874	2	1	1
PD53348	PD53348a	chr18	47858	15350708	2	1	1
PD53348	PD53348a	chr18	20946254	51197069	2	1	1
PD53348	PD53348a	chr18	51200832	58399813	1	1	0
PD53348	PD53348a	chr18	58469805	70205542	2	1	1
PD53348	PD53348a	chr18	70244589	80174696	1	1	0
PD53348	PD53348a	chr19	107381	1049481	1	1	0
PD53348	PD53348a	chr19	1080926	15893728	2	1	1
PD53348	PD53348a	chr19	15902528	19091759	3	2	1
PD53348	PD53348a	chr19	19101849	20167343	1	1	0
PD53348	PD53348a	chr19	20389706	22138454	2	1	1
PD53348	PD53348a	chr19	22138471	23827191	5	4	1
PD53348	PD53348a	chr19	23847457	24394204	3	2	1
PD53348	PD53348a	chr19	27392054	55856274	2	1	1
PD53348	PD53348a	chr19	55857948	55943341	6	5	1
PD53348	PD53348a	chr19	55950850	58545385	1	1	0
PD53348	PD53348a	chr20	101574	26172245	2	1	1
PD53348	PD53348a	chr20	28559257	31612776	2	1	1
PD53348	PD53348a	chr20	31760029	64328010	2	1	1
PD53348	PD53348a	chr21	5218123	10734723	2	1	1
PD53348	PD53348a	chr21	13000722	13436556	3	2	1
PD53348	PD53348a	chr21	13452182	40144439	2	1	1
PD53348	PD53348a	chr21	40145518	46645223	1	1	0
PD53348	PD53348a	chr22	10667157	12801469	2	1	1
PD53348	PD53348a	chr22	15350241	24796519	4	3	1
PD53348	PD53348a	chr22	24799573	50808384	3	2	1
PD53348	PD53348a	chrX	278445	52862789	2	2	0
PD53348	PD53348a	chrX	70284228	155996516	2	1	1
PD53348	PD53348a	chrY	3852210	5623145	1	1	0
PD53348	PD53348a	chrY	10796678	56887043	1	1	0
PD53349	PD53349d	chr1	191870	1842235	3	2	1
PD53349	PD53349d	chr1	1891013	12938859	3	3	0
PD53349	PD53349d	chr1	13006683	13368078	4	2	2
PD53349	PD53349d	chr1	13375016	16490636	3	3	0
PD53349	PD53349d	chr1	16507983	16880707	4	2	2
PD53349	PD53349d	chr1	16922005	16947199	5	3	2
PD53349	PD53349d	chr1	17087810	21411766	3	3	0
PD53349	PD53349d	chr1	21424649	21481730	4	2	2
PD53349	PD53349d	chr1	21489734	36411066	3	3	0
PD53349	PD53349d	chr1	36413985	42449856	2	2	0
PD53349	PD53349d	chr1	42533008	58576639	3	3	0
PD53349	PD53349d	chr1	58630807	58660222	4	2	2
PD53349	PD53349d	chr1	58660227	121012900	3	3	0
PD53349	PD53349d	chr1	123783661	125179948	12	11	1
PD53349	PD53349d	chr1	125180490	143192906	10	5	5
PD53349	PD53349d	chr1	143202860	143264794	16	15	1
PD53349	PD53349d	chr1	143267087	149198436	6	6	0
PD53349	PD53349d	chr1	149199782	149607286	6	6	0
PD53349	PD53349d	chr1	149652532	152213665	6	6	0
PD53349	PD53349d	chr1	152213702	152216444	5	4	1
PD53349	PD53349d	chr1	152216787	161544752	6	6	0
PD53349	PD53349d	chr1	161547863	161630555	3	3	0
PD53349	PD53349d	chr1	161631002	168049602	6	6	0
PD53349	PD53349d	chr1	168056007	168106375	5	5	0
PD53349	PD53349d	chr1	168110315	201207583	6	6	0
PD53349	PD53349d	chr1	201209660	201211025	6	5	1
PD53349	PD53349d	chr1	201211141	214452088	6	6	0
PD53349	PD53349d	chr1	214483325	214595978	6	3	3
PD53349	PD53349d	chr1	214599877	227423291	6	6	0
PD53349	PD53349d	chr1	227447218	227507643	5	3	2
PD53349	PD53349d	chr1	227561886	248084290	6	6	0
PD53349	PD53349d	chr1	248441313	248945575	6	3	3
PD53349	PD53349d	chr2	136124	92006088	4	3	1
PD53349	PD53349d	chr2	94190317	214956856	4	3	1
PD53349	PD53349d	chr2	214968691	242039773	3	3	0
PD53349	PD53349d	chr3	10368	90613961	3	2	1
PD53349	PD53349d	chr3	91404436	198056766	3	2	1
PD53349	PD53349d	chr4	46210	49092775	4	2	2
PD53349	PD53349d	chr4	49096842	49711661	4	3	1
PD53349	PD53349d	chr4	51819220	190179679	4	2	2
PD53349	PD53349d	chr5	161693	666208	3	3	0
PD53349	PD53349d	chr5	795926	1285859	6	3	3
PD53349	PD53349d	chr5	1362933	2788487	2	2	0
PD53349	PD53349d	chr5	3077167	5393967	4	3	1
PD53349	PD53349d	chr5	5408461	25122862	2	2	0
PD53349	PD53349d	chr5	25137457	25862402	5	3	2
PD53349	PD53349d	chr5	26194527	27522195	2	2	0
PD53349	PD53349d	chr5	27575589	34551654	5	3	2
PD53349	PD53349d	chr5	34623434	45847891	3	2	1
PD53349	PD53349d	chr5	49600535	62373676	3	2	1
PD53349	PD53349d	chr5	62381075	63784419	5	4	1
PD53349	PD53349d	chr5	63818580	181281775	3	2	1
PD53349	PD53349d	chr6	160049	375460	9	5	4
PD53349	PD53349d	chr6	375488	3002826	9	7	2
PD53349	PD53349d	chr6	3006573	8685625	4	2	2
PD53349	PD53349d	chr6	8697810	10493010	10	8	2
PD53349	PD53349d	chr6	10574898	31617442	5	3	2
PD53349	PD53349d	chr6	31618965	39126664	4	2	2
PD53349	PD53349d	chr6	39142270	43626722	5	3	2
PD53349	PD53349d	chr6	43640649	58414704	3	2	1
PD53349	PD53349d	chr6	60283617	170582405	3	2	1
PD53349	PD53349d	chr7	50462	55844492	6	3	3
PD53349	PD53349d	chr7	55854675	58100632	6	3	3
PD53349	PD53349d	chr7	60958067	67304292	6	4	2
PD53349	PD53349d	chr7	67304751	100959347	4	3	1
PD53349	PD53349d	chr7	100959436	100972106	7	4	3
PD53349	PD53349d	chr7	100973757	159260734	4	3	1
PD53349	PD53349d	chr8	243622	43192450	3	2	1
PD53349	PD53349d	chr8	46845988	145043147	5	4	1
PD53349	PD53349d	chr9	117696	39058580	2	2	0
PD53349	PD53349d	chr9	39062664	42972714	2	1	1
PD53349	PD53349d	chr9	43242650	68405558	2	1	1
PD53349	PD53349d	chr9	68609002	84305321	2	2	0
PD53349	PD53349d	chr9	84670680	138214444	3	2	1
PD53349	PD53349d	chr10	47476	65541	5	4	1
PD53349	PD53349d	chr10	71696	38638124	2	2	0
PD53349	PD53349d	chr10	38646448	39131435	4	2	2
PD53349	PD53349d	chr10	41859953	42280334	5	3	2
PD53349	PD53349d	chr10	42280801	46089538	2	2	0
PD53349	PD53349d	chr10	46107038	46783104	2	1	1
PD53349	PD53349d	chr10	46814011	133787230	2	2	0
PD53349	PD53349d	chr11	193863	50422246	3	2	1
PD53349	PD53349d	chr11	54592062	100725454	3	2	1
PD53349	PD53349d	chr11	100859568	134882187	2	1	1
PD53349	PD53349d	chr12	12867	34523014	5	4	1
PD53349	PD53349d	chr12	37418138	133238915	5	4	1
PD53349	PD53349d	chr13	18177561	105210692	4	2	2
PD53349	PD53349d	chr13	105229958	114300529	3	2	1
PD53349	PD53349d	chr14	16057642	16099351	4	3	1
PD53349	PD53349d	chr14	18330620	106823737	4	3	1
PD53349	PD53349d	chr15	19882428	22387259	4	2	2
PD53349	PD53349d	chr15	22427648	101951325	4	2	2
PD53349	PD53349d	chr16	34130	33048885	5	3	2
PD53349	PD53349d	chr16	33338102	34163346	5	4	1
PD53349	PD53349d	chr16	34268517	36104311	8	4	4
PD53349	PD53349d	chr16	46383445	46574370	10	5	5
PD53349	PD53349d	chr16	46600187	60667276	5	3	2
PD53349	PD53349d	chr16	60867539	75856814	7	5	2
PD53349	PD53349d	chr16	75862696	90095778	3	2	1
PD53349	PD53349d	chr17	137603	24421471	3	2	1
PD53349	PD53349d	chr17	25920193	30970910	3	2	1
PD53349	PD53349d	chr17	31209972	66798539	4	2	2
PD53349	PD53349d	chr17	66798540	66799352	12	11	1
PD53349	PD53349d	chr17	66833133	83194874	4	2	2
PD53349	PD53349d	chr18	48740	112258	6	4	2
PD53349	PD53349d	chr18	112269	15341512	3	2	1
PD53349	PD53349d	chr18	20942964	80250865	3	2	1
PD53349	PD53349d	chr19	263280	7316553	4	2	2
PD53349	PD53349d	chr19	7321201	21569045	3	2	1
PD53349	PD53349d	chr19	21569093	24394239	4	2	2
PD53349	PD53349d	chr19	27392072	58558166	4	2	2
PD53349	PD53349d	chr20	101505	25773465	5	3	2
PD53349	PD53349d	chr20	25773620	26153741	5	4	1
PD53349	PD53349d	chr20	28559257	29073951	4	2	2
PD53349	PD53349d	chr20	29075929	30815650	3	2	1
PD53349	PD53349d	chr20	30820189	31074419	6	4	2
PD53349	PD53349d	chr20	31285326	62464902	4	2	2
PD53349	PD53349d	chr20	62546157	64302708	7	5	2
PD53349	PD53349d	chr21	5218123	10739795	4	2	2
PD53349	PD53349d	chr21	13000304	20827038	4	2	2
PD53349	PD53349d	chr21	20875187	33408522	2	2	0
PD53349	PD53349d	chr21	33421281	36995015	6	3	3
PD53349	PD53349d	chr21	37024921	46039465	2	2	0
PD53349	PD53349d	chr21	46054367	46236750	6	4	2
PD53349	PD53349d	chr21	46236798	46661856	2	2	0
PD53349	PD53349d	chr22	10685500	12900711	4	2	2
PD53349	PD53349d	chr22	15346234	16354735	2	2	0
PD53349	PD53349d	chr22	16395527	16531921	6	6	0
PD53349	PD53349d	chr22	16531926	16938678	7	7	0
PD53349	PD53349d	chr22	16955872	17537871	19	19	0
PD53349	PD53349d	chr22	17538827	17696093	7	6	1
PD53349	PD53349d	chr22	17706223	17756020	10	8	2
PD53349	PD53349d	chr22	17757494	17809025	9	7	2
PD53349	PD53349d	chr22	17809432	18173426	9	7	2
PD53349	PD53349d	chr22	18360102	18858600	12	12	0
PD53349	PD53349d	chr22	18892553	20700300	7	5	2
PD53349	PD53349d	chr22	20703341	21377835	10	10	0
PD53349	PD53349d	chr22	21406862	21563961	15	13	2
PD53349	PD53349d	chr22	21593189	23829349	11	9	2
PD53349	PD53349d	chr22	23833396	35421264	2	2	0
PD53349	PD53349d	chr22	35421604	36169713	7	6	1
PD53349	PD53349d	chr22	36191154	37742372	2	2	0
PD53349	PD53349d	chr22	37750426	38553068	11	9	2
PD53349	PD53349d	chr22	38594657	39155984	2	2	0
PD53349	PD53349d	chr22	39181084	39296304	14	11	3
PD53349	PD53349d	chr22	39300829	39650072	2	2	0
PD53349	PD53349d	chr22	39819069	41682933	11	9	2
PD53349	PD53349d	chr22	41684184	42210251	2	2	0
PD53349	PD53349d	chr22	42255215	42304216	12	10	2
PD53349	PD53349d	chr22	42349540	43840125	4	2	2
PD53349	PD53349d	chr22	43880664	50808384	2	2	0
PD53349	PD53349d	chrX	278445	2776032	2	2	0
PD53349	PD53349d	chrX	2777789	54824920	4	3	1
PD53349	PD53349d	chrX	74583034	155985886	2	1	1
PD53349	PD53349d	chrY	10785299	11381803	4	3	1
PD53349	PD53349d	chrY	11395890	56830565	0	0	0
PD53349	PD53349d	chrY	56831048	56885951	4	2	2
PD53349	PD53349e	chr1	191870	1739131	3	2	1
PD53349	PD53349e	chr1	1842235	16490636	3	3	0
PD53349	PD53349e	chr1	16508139	16947199	4	2	2
PD53349	PD53349e	chr1	17087810	36396694	3	3	0
PD53349	PD53349e	chr1	36406249	42610822	2	2	0
PD53349	PD53349e	chr1	42615599	121012900	3	3	0
PD53349	PD53349e	chr1	124514134	143222042	10	5	5
PD53349	PD53349e	chr1	143231355	227434663	6	6	0
PD53349	PD53349e	chr1	227493134	227654280	5	5	0
PD53349	PD53349e	chr1	227800351	248022649	6	6	0
PD53349	PD53349e	chr1	248084284	248945575	6	4	2
PD53349	PD53349e	chr2	171467	91987666	4	3	1
PD53349	PD53349e	chr2	94190317	214959258	4	3	1
PD53349	PD53349e	chr2	214968691	242120118	3	3	0
PD53349	PD53349e	chr3	10368	90613961	4	3	1
PD53349	PD53349e	chr3	91404436	198056766	4	3	1
PD53349	PD53349e	chr4	46210	49711661	4	3	1
PD53349	PD53349e	chr4	51848078	190179679	4	3	1
PD53349	PD53349e	chr5	161693	795926	3	3	0
PD53349	PD53349e	chr5	795949	1285859	6	3	3
PD53349	PD53349e	chr5	1362933	3818050	3	3	0
PD53349	PD53349e	chr5	3866019	5393967	4	3	1
PD53349	PD53349e	chr5	5408461	24537372	2	2	0
PD53349	PD53349e	chr5	24574181	45847891	4	2	2
PD53349	PD53349e	chr5	49600535	181281775	3	2	1
PD53349	PD53349e	chr6	171132	311496	10	9	1
PD53349	PD53349e	chr6	335251	375460	6	3	3
PD53349	PD53349e	chr6	375488	3144592	9	9	0
PD53349	PD53349e	chr6	3144674	11778855	4	4	0
PD53349	PD53349e	chr6	11796406	28768871	8	8	0
PD53349	PD53349e	chr6	28780125	29545374	5	5	0
PD53349	PD53349e	chr6	29555869	29942193	8	8	0
PD53349	PD53349e	chr6	29942785	29944180	1	1	0
PD53349	PD53349e	chr6	29944309	31616050	7	7	0
PD53349	PD53349e	chr6	31618965	32553359	4	4	0
PD53349	PD53349e	chr6	32553378	32580909	4	2	2
PD53349	PD53349e	chr6	32580917	33163957	4	4	0
PD53349	PD53349e	chr6	33164561	35262953	7	7	0
PD53349	PD53349e	chr6	35270371	39175566	4	4	0
PD53349	PD53349e	chr6	39194451	43454960	9	9	0
PD53349	PD53349e	chr6	43458877	45328881	6	6	0
PD53349	PD53349e	chr6	45357254	58414704	2	2	0
PD53349	PD53349e	chr6	60283617	170582405	2	2	0
PD53349	PD53349e	chr7	50462	58100632	7	4	3
PD53349	PD53349e	chr7	60958067	100892018	5	4	1
PD53349	PD53349e	chr7	100938331	100972106	5	3	2
PD53349	PD53349e	chr7	100973757	159260734	5	4	1
PD53349	PD53349e	chr8	243622	43192450	5	3	2
PD53349	PD53349e	chr8	46845988	145043147	8	5	3
PD53349	PD53349e	chr9	10416	23782100	2	1	1
PD53349	PD53349e	chr9	25234847	42972714	3	2	1
PD53349	PD53349e	chr9	43242650	77682903	3	2	1
PD53349	PD53349e	chr9	77815886	131527633	4	2	2
PD53349	PD53349e	chr9	131529397	132114730	20	20	0
PD53349	PD53349e	chr9	132130186	134500007	4	2	2
PD53349	PD53349e	chr9	134655536	134848803	16	16	0
PD53349	PD53349e	chr9	134848995	134850197	11	9	2
