Patient_ID	Tumor_Sample_Barcode	Chromosome	Start_Position	End_Position	CopyNumber	Major_CN	Minor_CN
PD53343	PD53343i	chr7	6296610	6337402	2	2	0
PD53343	PD53343i	chr7	6339547	6624672	4	2	2
PD53343	PD53343i	chr7	6628948	6814881	7	5	2
PD53343	PD53343i	chr7	6816709	8078014	2	2	0
PD53343	PD53343i	chr7	8086564	11736422	4	2	2
PD53343	PD53343i	chr7	11769292	20161772	2	2	0
PD53343	PD53343i	chr7	20263698	25568319	4	2	2
PD53343	PD53343i	chr7	25689798	34085808	2	2	0
PD53343	PD53343i	chr7	34121765	34450837	4	2	2
PD53343	PD53343i	chr7	34450849	38242565	2	2	0
PD53343	PD53343i	chr7	38244952	38253289	3	2	1
PD53343	PD53343i	chr7	38256529	51348465	2	2	0
PD53343	PD53343i	chr7	51359789	56673721	4	2	2
PD53343	PD53343i	chr7	56674088	58091618	4	2	2
PD53343	PD53343i	chr7	60958177	159316177	3	2	1
PD53343	PD53343i	chr8	213654	43500515	1	1	0
PD53343	PD53343i	chr8	45952307	145003393	3	2	1
PD53343	PD53343i	chr9	10368	33677434	1	1	0
PD53343	PD53343i	chr9	33737204	38655156	2	1	1
PD53343	PD53343i	chr9	38665086	42975633	2	1	1
PD53343	PD53343i	chr9	43110489	66031171	2	2	0
PD53343	PD53343i	chr9	66182385	96727038	2	1	1
PD53343	PD53343i	chr9	96740970	98371236	4	3	1
PD53343	PD53343i	chr9	98447306	138131300	2	1	1
PD53343	PD53343i	chr9	138148979	138176464	4	3	1
PD53343	PD53343i	chr10	47588	39131354	2	1	1
PD53343	PD53343i	chr10	41859953	42273157	2	1	1
PD53343	PD53343i	chr10	42273169	75431683	2	1	1
PD53343	PD53343i	chr10	75456969	133787106	3	2	1
PD53343	PD53343i	chr11	198665	50553118	2	1	1
PD53343	PD53343i	chr11	54591430	135028117	2	1	1
PD53343	PD53343i	chr12	22477	14106692	2	1	1
PD53343	PD53343i	chr12	14159788	34523014	2	1	1
PD53343	PD53343i	chr12	37418138	133224747	3	2	1
PD53343	PD53343i	chr13	18177561	114325598	2	1	1
PD53343	PD53343i	chr14	16057734	16402218	2	2	0
PD53343	PD53343i	chr14	18289828	19865981	2	1	1
PD53343	PD53343i	chr14	19866069	106874913	2	1	1
PD53343	PD53343i	chr15	19841981	22608045	2	1	1
PD53343	PD53343i	chr15	22630270	101980762	2	1	1
PD53343	PD53343i	chr16	11641	5293949	2	1	1
PD53343	PD53343i	chr16	5308082	32934685	2	1	1
PD53343	PD53343i	chr16	32942452	36104316	2	1	1
PD53343	PD53343i	chr16	46386256	69431593	2	1	1
PD53343	PD53343i	chr16	69443814	70680681	3	2	1
PD53343	PD53343i	chr16	70692892	90106232	1	1	0
PD53343	PD53343i	chr17	138189	25074523	2	1	1
PD53343	PD53343i	chr17	25920162	34665744	2	1	1
PD53343	PD53343i	chr17	34666820	83135542	3	2	1
PD53343	PD53343i	chr18	47858	2718267	1	1	0
PD53343	PD53343i	chr18	2719670	15350708	2	1	1
PD53343	PD53343i	chr18	20941007	80250865	2	1	1
PD53343	PD53343i	chr19	107329	24394239	2	1	1
PD53343	PD53343i	chr19	27392072	58599150	2	1	1
PD53343	PD53343i	chr20	87623	26168423	2	1	1
PD53343	PD53343i	chr20	28559257	31363927	2	1	1
PD53343	PD53343i	chr20	31369643	64327831	2	1	1
PD53343	PD53343i	chr21	5034010	10739746	2	1	1
PD53343	PD53343i	chr21	13000242	13079168	2	1	1
PD53343	PD53343i	chr21	13113010	23757984	1	1	0
PD53343	PD53343i	chr21	23787165	46661749	2	1	1
PD53343	PD53343i	chr22	10662913	12900686	2	1	1
PD53343	PD53343i	chr22	15350241	50808263	2	1	1
PD53343	PD53343i	chrX	284193	57961421	1	1	0
PD53343	PD53343i	chrX	63479271	155996516	1	1	0
PD53343	PD53343i	chrY	10796683	56886905	2	1	1
PD53352	PD53352d	chr1	61987	13178963	2	2	0
PD53352	PD53352d	chr1	13224919	13230703	9	5	4
PD53352	PD53352d	chr1	13232746	16539538	2	2	0
PD53352	PD53352d	chr1	16549068	16947843	2	1	1
PD53352	PD53352d	chr1	16975177	19193288	2	2	0
PD53352	PD53352d	chr1	19198991	60039945	4	2	2
PD53352	PD53352d	chr1	60844121	99582289	2	2	0
PD53352	PD53352d	chr1	99686887	121436587	4	2	2
PD53352	PD53352d	chr1	123935427	248918526	6	4	2
PD53352	PD53352d	chr2	92388	89020337	2	2	0
PD53352	PD53352d	chr2	89040287	91879850	2	2	0
PD53352	PD53352d	chr2	94190317	95991827	2	2	0
PD53352	PD53352d	chr2	96013636	97151732	2	2	0
PD53352	PD53352d	chr2	97159967	97256252	3	2	1
PD53352	PD53352d	chr2	97355418	157427198	2	2	0
PD53352	PD53352d	chr2	157434676	242183443	4	2	2
PD53352	PD53352d	chr3	22224	90507212	4	2	2
PD53352	PD53352d	chr3	91445573	198120733	4	2	2
PD53352	PD53352d	chr4	13995	15600635	4	2	2
PD53352	PD53352d	chr4	15614233	17842406	2	2	0
PD53352	PD53352d	chr4	17874545	49091992	4	2	2
PD53352	PD53352d	chr4	49092089	49711644	4	2	2
PD53352	PD53352d	chr4	51996084	53396001	13	11	2
PD53352	PD53352d	chr4	53419928	55600567	8	6	2
PD53352	PD53352d	chr4	55628652	55985529	13	12	1
PD53352	PD53352d	chr4	56003584	61297825	7	5	2
PD53352	PD53352d	chr4	61333855	65643476	12	10	2
PD53352	PD53352d	chr4	66199556	67621525	4	2	2
PD53352	PD53352d	chr4	67624301	68517713	2	2	0
PD53352	PD53352d	chr4	68550838	81107942	4	2	2
PD53352	PD53352d	chr4	81153910	130957000	2	2	0
PD53352	PD53352d	chr4	131403860	153441498	4	2	2
PD53352	PD53352d	chr4	153558278	153690364	2	2	0
PD53352	PD53352d	chr4	153703504	165547457	4	2	2
PD53352	PD53352d	chr4	165547892	167011358	2	2	0
PD53352	PD53352d	chr4	167312824	190179746	4	2	2
PD53352	PD53352d	chr5	103875	46206800	4	2	2
PD53352	PD53352d	chr5	49599598	50190403	5	3	2
PD53352	PD53352d	chr5	50399974	181288546	4	2	2
PD53352	PD53352d	chr6	171003	311636	5	5	0
PD53352	PD53352d	chr6	312023	367109	4	3	1
PD53352	PD53352d	chr6	367243	31321319	6	6	0
PD53352	PD53352d	chr6	31354079	31354682	8	7	1
PD53352	PD53352d	chr6	31355219	32446112	6	6	0
PD53352	PD53352d	chr6	32446643	32475354	4	4	0
PD53352	PD53352d	chr6	32475433	32598030	13	13	0
PD53352	PD53352d	chr6	32600241	42508676	6	6	0
PD53352	PD53352d	chr6	42620661	42750492	6	6	0
PD53352	PD53352d	chr6	42751952	49628658	6	6	0
PD53352	PD53352d	chr6	49697744	49887607	2	2	0
PD53352	PD53352d	chr6	49918061	56433241	6	6	0
PD53352	PD53352d	chr6	56445430	56692522	8	6	2
PD53352	PD53352d	chr6	56701124	58414644	4	2	2
PD53352	PD53352d	chr6	60290742	170584276	4	2	2
PD53352	PD53352d	chr7	31439	58100632	4	2	2
PD53352	PD53352d	chr7	60981491	62388077	7	5	2
PD53352	PD53352d	chr7	62388151	65755476	2	2	0
PD53352	PD53352d	chr7	65763141	65822270	2	1	1
PD53352	PD53352d	chr7	65970508	80671133	2	2	0
PD53352	PD53352d	chr7	80922146	159177989	4	2	2
PD53352	PD53352d	chr8	213370	43691375	4	2	2
PD53352	PD53352d	chr8	46035974	145066761	4	2	2
PD53352	PD53352d	chr9	117696	38226588	4	2	2
PD53352	PD53352d	chr9	38245699	42795584	4	2	2
PD53352	PD53352d	chr9	61165843	67760137	4	2	2
PD53352	PD53352d	chr9	67800317	138217089	4	2	2
PD53352	PD53352d	chr10	47864	38439180	4	2	2
PD53352	PD53352d	chr10	38443643	39475690	4	2	2
PD53352	PD53352d	chr10	39986485	42280821	4	2	2
PD53352	PD53352d	chr10	42342495	82799299	4	2	2
PD53352	PD53352d	chr10	82810517	93064388	2	2	0
PD53352	PD53352d	chr10	93079034	93456866	3	3	0
PD53352	PD53352d	chr10	93457850	133787106	2	2	0
PD53352	PD53352d	chr11	209002	1011490	2	2	0
PD53352	PD53352d	chr11	1016665	1018355	3	2	1
PD53352	PD53352d	chr11	1018527	44618718	2	2	0
PD53352	PD53352d	chr11	44773142	46543857	0	0	0
PD53352	PD53352d	chr11	46678980	50085136	2	2	0
PD53352	PD53352d	chr11	54604614	112194760	4	2	2
PD53352	PD53352d	chr11	112200848	134986767	2	2	0
PD53352	PD53352d	chr12	12233	23390798	4	2	2
PD53352	PD53352d	chr12	23721331	25102100	2	2	0
PD53352	PD53352d	chr12	25104495	34249489	4	2	2
PD53352	PD53352d	chr12	37466151	76312887	4	2	2
PD53352	PD53352d	chr12	76386702	77182244	2	2	0
PD53352	PD53352d	chr12	77572071	93685736	4	2	2
PD53352	PD53352d	chr12	93770362	94354777	2	2	0
PD53352	PD53352d	chr12	94400962	133224730	4	2	2
PD53352	PD53352d	chr13	18178016	18212090	4	2	2
PD53352	PD53352d	chr13	18212124	18290517	3	3	0
PD53352	PD53352d	chr13	18290778	18346972	7	5	2
PD53352	PD53352d	chr13	18413176	62946967	4	4	0
PD53352	PD53352d	chr13	63052503	63466306	5	3	2
PD53352	PD53352d	chr13	63476045	114354022	4	4	0
PD53352	PD53352d	chr14	18289828	19669181	5	3	2
PD53352	PD53352d	chr14	19669225	59527137	4	2	2
PD53352	PD53352d	chr14	59565278	105622067	2	2	0
PD53352	PD53352d	chr14	105624992	105662030	3	3	0
PD53352	PD53352d	chr14	105668298	106324503	2	2	0
PD53352	PD53352d	chr14	106324560	106351971	2	1	1
PD53352	PD53352d	chr14	106356189	106874896	2	2	0
PD53352	PD53352d	chr15	19882294	40957270	4	2	2
PD53352	PD53352d	chr15	40972085	48073480	2	2	0
PD53352	PD53352d	chr15	48134287	99588230	4	2	2
PD53352	PD53352d	chr15	99641556	100306586	2	2	0
PD53352	PD53352d	chr15	100349291	101915195	4	2	2
PD53352	PD53352d	chr16	55325	34268473	4	2	2
PD53352	PD53352d	chr16	34571817	35643886	2	1	1
PD53352	PD53352d	chr16	46386234	46401545	2	1	1
PD53352	PD53352d	chr16	46550410	67003151	2	2	0
PD53352	PD53352d	chr16	67058445	68120327	8	6	2
PD53352	PD53352d	chr16	68144988	68759633	10	8	2
PD53352	PD53352d	chr16	68766041	69660840	4	2	2
PD53352	PD53352d	chr16	69687917	70647227	2	2	0
PD53352	PD53352d	chr16	70655284	71230620	6	3	3
PD53352	PD53352d	chr16	71283664	77326122	2	2	0
PD53352	PD53352d	chr16	77355865	78805508	4	2	2
PD53352	PD53352d	chr16	78881323	90092185	2	2	0
PD53352	PD53352d	chr17	84658	21298622	4	2	2
PD53352	PD53352d	chr17	21298669	24421526	5	3	2
PD53352	PD53352d	chr17	26604082	83151013	4	2	2
PD53352	PD53352d	chr18	49639	15379023	4	2	2
PD53352	PD53352d	chr18	20953676	63174511	4	2	2
PD53352	PD53352d	chr18	63212604	80250865	6	4	2
PD53352	PD53352d	chr19	281383	24175288	4	2	2
PD53352	PD53352d	chr19	27832088	58599162	4	2	2
PD53352	PD53352d	chr20	96321	26133007	4	2	2
PD53352	PD53352d	chr20	28559257	31060610	4	2	2
PD53352	PD53352d	chr20	31060620	31757279	4	2	2
PD53352	PD53352d	chr20	31760029	64281506	4	2	2
PD53352	PD53352d	chr21	5032028	10737112	4	3	1
PD53352	PD53352d	chr21	13000304	41036187	4	2	2
PD53352	PD53352d	chr21	41246125	46692843	2	2	0
PD53352	PD53352d	chr22	10662991	12801441	4	2	2
PD53352	PD53352d	chr22	15562384	50808384	4	2	2
PD53352	PD53352d	chrX	260252	57734261	4	2	2
PD53352	PD53352d	chrX	62594715	155997868	4	2	2
PD53352	PD53352d	chrY	10785299	56885653	4	3	1
PD53358	PD53358a	chr1	139233	8416324	2	1	1
PD53358	PD53358a	chr1	8440324	19170919	3	2	1
PD53358	PD53358a	chr1	19172307	121375092	2	1	1
PD53358	PD53358a	chr1	123720128	143247130	3	2	1
PD53358	PD53358a	chr1	143280818	248945561	2	1	1
PD53358	PD53358a	chr2	41404	89234206	2	1	1
PD53358	PD53358a	chr2	89573992	92007009	2	1	1
PD53358	PD53358a	chr2	94199564	242183437	2	1	1
PD53358	PD53358a	chr3	51248	90213822	2	1	1
PD53358	PD53358a	chr3	91513966	194923527	2	1	1
PD53358	PD53358a	chr3	194951721	198150571	2	1	1
PD53358	PD53358a	chr4	25320	49016897	3	2	1
PD53358	PD53358a	chr4	49061855	49711644	3	2	1
PD53358	PD53358a	chr4	51860714	67817120	3	2	1
PD53358	PD53358a	chr4	67835136	163127395	2	1	1
PD53358	PD53358a	chr4	163298879	164197642	1	1	0
PD53358	PD53358a	chr4	164695008	190179746	2	1	1
PD53358	PD53358a	chr5	163090	1528369	1	1	0
PD53358	PD53358a	chr5	1589636	1827501	10	9	1
PD53358	PD53358a	chr5	1878318	2277887	2	1	1
PD53358	PD53358a	chr5	2419254	7112254	2	2	0
PD53358	PD53358a	chr5	7269164	7897170	2	1	1
PD53358	PD53358a	chr5	8137385	12074404	1	1	0
PD53358	PD53358a	chr5	12519197	13758483	8	7	1
PD53358	PD53358a	chr5	13765823	14861105	2	2	0
PD53358	PD53358a	chr5	14920959	15017218	9	8	1
PD53358	PD53358a	chr5	15110842	16952432	2	1	1
PD53358	PD53358a	chr5	16978683	17491550	3	2	1
PD53358	PD53358a	chr5	17630586	18008688	12	11	1
PD53358	PD53358a	chr5	18049591	19269718	2	1	1
PD53358	PD53358a	chr5	19322196	21233064	6	5	1
PD53358	PD53358a	chr5	21243482	21721728	2	1	1
PD53358	PD53358a	chr5	21725675	33311136	1	1	0
PD53358	PD53358a	chr5	33408673	37225318	2	1	1
PD53358	PD53358a	chr5	37242279	38571479	8	7	1
PD53358	PD53358a	chr5	38702546	42476212	2	1	1
PD53358	PD53358a	chr5	42559312	43818833	9	8	1
PD53358	PD53358a	chr5	44110427	46381441	2	1	1
PD53358	PD53358a	chr5	49599621	181288546	2	1	1
PD53358	PD53358a	chr6	96277	47738388	3	2	1
PD53358	PD53358a	chr6	48411689	58348457	2	1	1
PD53358	PD53358a	chr6	60291624	60744394	3	2	1
PD53358	PD53358a	chr6	60855642	170566847	1	1	0
PD53358	PD53358a	chr7	31439	2912016	9	7	2
PD53358	PD53358a	chr7	2915328	4105600	3	3	0
PD53358	PD53358a	chr7	4138481	9188281	8	6	2
PD53358	PD53358a	chr7	9203449	12808289	6	4	2
PD53358	PD53358a	chr7	12855991	14613429	9	7	2
PD53358	PD53358a	chr7	14915134	35169317	2	2	0
PD53358	PD53358a	chr7	35178880	41106593	5	4	1
PD53358	PD53358a	chr7	43963754	58091558	2	1	1
PD53358	PD53358a	chr7	60958067	63016019	2	2	0
PD53358	PD53358a	chr7	63289076	151938163	3	2	1
PD53358	PD53358a	chr7	151961239	159316121	3	2	1
PD53358	PD53358a	chr8	180930	6131541	2	1	1
PD53358	PD53358a	chr8	6246020	14219014	1	1	0
PD53358	PD53358a	chr8	14257074	43122538	1	1	0
PD53358	PD53358a	chr8	45952307	145075909	4	3	1
PD53358	PD53358a	chr9	10357	39013755	2	2	0
PD53358	PD53358a	chr9	39016060	42877861	2	1	1
PD53358	PD53358a	chr9	43242650	64430633	2	1	1
PD53358	PD53358a	chr9	64440045	68405558	2	2	0
PD53358	PD53358a	chr9	68499396	121383293	2	2	0
PD53358	PD53358a	chr9	121455923	121838801	2	1	1
PD53358	PD53358a	chr9	121846986	134848803	2	2	0
PD53358	PD53358a	chr9	134848995	134850197	3	2	1
PD53358	PD53358a	chr9	134850278	136726070	2	2	0
PD53358	PD53358a	chr9	136726244	136757886	2	2	0
PD53358	PD53358a	chr9	136758603	137099140	2	2	0
PD53358	PD53358a	chr9	137102167	137103574	2	1	1
PD53358	PD53358a	chr9	137104028	138217015	2	2	0
PD53358	PD53358a	chr10	49280	38637486	1	1	0
PD53358	PD53358a	chr10	38646448	39475684	2	1	1
PD53358	PD53358a	chr10	41859953	42280275	2	1	1
PD53358	PD53358a	chr10	42280324	46358039	1	1	0
PD53358	PD53358a	chr10	46375113	46789560	2	1	1
PD53358	PD53358a	chr10	46789718	74200712	1	1	0
PD53358	PD53358a	chr10	74337920	133787136	2	1	1
PD53358	PD53358a	chr11	192997	50512765	2	1	1
PD53358	PD53358a	chr11	54603136	56700469	1	1	0
PD53358	PD53358a	chr11	56700545	56701244	2	1	1
PD53358	PD53358a	chr11	56736252	57052389	1	1	0
PD53358	PD53358a	chr11	57053571	61527844	2	1	1
PD53358	PD53358a	chr11	61604597	64758172	1	1	0
PD53358	PD53358a	chr11	64792426	64934728	1	1	0
PD53358	PD53358a	chr11	64964174	69303679	2	1	1
PD53358	PD53358a	chr11	69389679	71419373	6	5	1
PD53358	PD53358a	chr11	71531667	71906673	8	7	1
PD53358	PD53358a	chr11	71968330	72529541	4	3	1
PD53358	PD53358a	chr11	72570840	74646268	2	1	1
PD53358	PD53358a	chr11	74656339	77337527	8	7	1
PD53358	PD53358a	chr11	77346262	78234121	3	3	0
PD53358	PD53358a	chr11	78234238	80804513	11	10	1
PD53358	PD53358a	chr11	81027017	88416818	1	1	0
PD53358	PD53358a	chr11	88416874	90041280	1	1	0
PD53358	PD53358a	chr11	90134704	98838852	1	1	0
PD53358	PD53358a	chr11	98867181	101917794	20	20	0
PD53358	PD53358a	chr11	101918391	102236871	20	20	0
PD53358	PD53358a	chr11	102238950	102263055	6	6	0
PD53358	PD53358a	chr11	102263839	102972612	20	20	0
PD53358	PD53358a	chr11	103084754	103233940	2	2	0
PD53358	PD53358a	chr11	103241750	103336566	3	3	0
PD53358	PD53358a	chr11	103342062	103359955	2	2	0
PD53358	PD53358a	chr11	103376180	106065694	2	2	0
PD53358	PD53358a	chr11	106144186	106404267	2	2	0
PD53358	PD53358a	chr11	106449667	107066662	2	2	0
PD53358	PD53358a	chr11	107081514	107326914	2	2	0
PD53358	PD53358a	chr11	107334779	125582418	2	2	0
PD53358	PD53358a	chr11	125592267	126626759	1	1	0
PD53358	PD53358a	chr11	127098577	128935060	0	0	0
PD53358	PD53358a	chr11	128935653	129826940	1	1	0
PD53358	PD53358a	chr11	129827072	134835285	1	1	0
PD53358	PD53358a	chr12	13488	34309801	2	1	1
PD53358	PD53358a	chr12	37323770	57857579	2	1	1
PD53358	PD53358a	chr12	57878703	72272719	2	1	1
PD53358	PD53358a	chr12	72775928	133259899	2	2	0
PD53358	PD53358a	chr13	18177561	104931121	2	1	1
PD53358	PD53358a	chr13	105229958	114346441	1	1	0
PD53358	PD53358a	chr14	16099232	16401976	3	3	0
PD53358	PD53358a	chr14	18322573	19900219	2	1	1
PD53358	PD53358a	chr14	19933832	24630904	2	1	1
PD53358	PD53358a	chr14	24634203	106874951	2	1	1
PD53358	PD53358a	chr15	19841982	22126402	3	2	1
PD53358	PD53358a	chr15	22221547	22491356	4	3	1
PD53358	PD53358a	chr15	22561533	62409963	1	1	0
PD53358	PD53358a	chr15	62508461	94856460	2	1	1
PD53358	PD53358a	chr15	94964484	100574954	1	1	0
PD53358	PD53358a	chr15	100610230	101931064	2	1	1
PD53358	PD53358a	chr16	22099	36104311	2	1	1
PD53358	PD53358a	chr16	46386441	47628259	2	1	1
PD53358	PD53358a	chr16	47660910	66663908	2	1	1
PD53358	PD53358a	chr16	66704946	67205604	3	2	1
PD53358	PD53358a	chr16	67231140	90095444	2	1	1
PD53358	PD53358a	chr17	132094	316961	2	1	1
PD53358	PD53358a	chr17	319608	21313290	2	1	1
PD53358	PD53358a	chr17	21322174	25074459	2	1	1
PD53358	PD53358a	chr17	26603729	46220362	2	1	1
PD53358	PD53358a	chr17	46231456	83194874	3	2	1
PD53358	PD53358a	chr18	47524	74046	2	2	0
PD53358	PD53358a	chr18	74651	108505	4	2	2
PD53358	PD53358a	chr18	108541	11639357	3	3	0
PD53358	PD53358a	chr18	11645904	11727542	3	3	0
PD53358	PD53358a	chr18	11787643	15365250	3	3	0
PD53358	PD53358a	chr18	20946254	21233834	3	3	0
PD53358	PD53358a	chr18	21239155	80251475	3	3	0
PD53358	PD53358a	chr19	107381	19761564	2	1	1
PD53358	PD53358a	chr19	19764055	24364826	2	1	1
PD53358	PD53358a	chr19	27392054	46534048	2	1	1
PD53358	PD53358a	chr19	46537279	46795359	1	1	0
PD53358	PD53358a	chr19	47030311	54133802	2	1	1
PD53358	PD53358a	chr19	54148468	58571468	2	1	1
PD53358	PD53358a	chr20	96372	25866674	2	1	1
PD53358	PD53358a	chr20	25908881	26168423	3	2	1
PD53358	PD53358a	chr20	28559257	31259408	2	1	1
PD53358	PD53358a	chr20	31274165	64281506	2	1	1
PD53358	PD53358a	chr21	5034010	10739816	2	1	1
PD53358	PD53358a	chr21	13000764	46664370	3	2	1
PD53358	PD53358a	chr22	10685500	12813658	2	1	1
PD53358	PD53358a	chr22	15553139	50774147	2	1	1
PD53358	PD53358a	chr22	50777721	50808263	4	3	1
PD53358	PD53358a	chrX	257814	1137177	1	1	0
PD53358	PD53358a	chrX	1138501	1192564	2	1	1
PD53358	PD53358a	chrX	1196990	57946534	1	1	0
PD53358	PD53358a	chrX	64426019	155941873	1	1	0
PD53358	PD53358a	chrX	155961083	155997868	3	2	1
PD53358	PD53358a	chrY	10785294	56887165	2	1	1
PD53364	PD53364c	chr1	13380	618345	5	4	1
PD53364	PD53364c	chr1	632508	6650517	4	4	0
PD53364	PD53364c	chr1	6651086	10949646	6	4	2
PD53364	PD53364c	chr1	10951156	13228842	4	4	0
PD53364	PD53364c	chr1	13229416	13240670	4	2	2
PD53364	PD53364c	chr1	13242013	16507983	4	4	0
PD53364	PD53364c	chr1	16508139	16874853	5	3	2
PD53364	PD53364c	chr1	16876757	16948577	2	1	1
PD53364	PD53364c	chr1	16954508	17461080	4	4	0
PD53364	PD53364c	chr1	17472723	17507420	9	5	4
PD53364	PD53364c	chr1	17508682	77527889	4	4	0
PD53364	PD53364c	chr1	77536262	79456840	6	4	2
PD53364	PD53364c	chr1	79486671	100334944	4	4	0
PD53364	PD53364c	chr1	100360530	107964556	5	4	1
PD53364	PD53364c	chr1	107966144	122818271	4	4	0
PD53364	PD53364c	chr1	124178558	143414702	7	4	3
PD53364	PD53364c	chr1	143449352	175006975	3	2	1
PD53364	PD53364c	chr1	175007048	176115315	5	4	1
PD53364	PD53364c	chr1	176141911	248922216	3	2	1
PD53364	PD53364c	chr2	45495	90313945	4	3	1
PD53364	PD53364c	chr2	90381124	90399072	16	14	2
PD53364	PD53364c	chr2	90399128	91987777	3	2	1
PD53364	PD53364c	chr2	94190317	98377846	3	2	1
PD53364	PD53364c	chr2	98377951	242183350	2	1	1
PD53364	PD53364c	chr3	10374	6503921	2	2	0
PD53364	PD53364c	chr3	6600378	8920210	4	2	2
PD53364	PD53364c	chr3	8936074	9124597	2	2	0
PD53364	PD53364c	chr3	9252341	10125580	4	2	2
PD53364	PD53364c	chr3	10125892	33041360	2	2	0
PD53364	PD53364c	chr3	33153498	75621312	4	2	2
PD53364	PD53364c	chr3	75630060	75790804	4	3	1
PD53364	PD53364c	chr3	75802505	90303816	4	2	2
PD53364	PD53364c	chr3	91357428	113174182	2	2	0
PD53364	PD53364c	chr3	113268265	130022258	3	3	0
PD53364	PD53364c	chr3	130036336	130089924	2	1	1
PD53364	PD53364c	chr3	130102622	144310840	3	3	0
PD53364	PD53364c	chr3	144311195	198160512	5	3	2
PD53364	PD53364c	chr4	46210	12362066	1	1	0
PD53364	PD53364c	chr4	12405814	15278757	3	3	0
PD53364	PD53364c	chr4	15309979	25264553	1	1	0
PD53364	PD53364c	chr4	25268319	27392337	5	4	1
PD53364	PD53364c	chr4	27466671	32190439	11	10	1
PD53364	PD53364c	chr4	32224094	33047646	8	7	1
PD53364	PD53364c	chr4	33050538	40656690	4	2	2
PD53364	PD53364c	chr4	40663832	41620299	7	5	2
PD53364	PD53364c	chr4	41623518	49023704	4	2	2
PD53364	PD53364c	chr4	49091992	49646322	4	3	1
PD53364	PD53364c	chr4	49709464	49711644	19	16	3
PD53364	PD53364c	chr4	51838796	172106929	4	2	2
PD53364	PD53364c	chr4	172123701	178470764	4	3	1
PD53364	PD53364c	chr4	178560384	190041639	3	2	1
PD53364	PD53364c	chr4	190061005	190179754	2	2	0
PD53364	PD53364c	chr5	49766	745191	4	2	2
PD53364	PD53364c	chr5	766969	824176	3	2	1
PD53364	PD53364c	chr5	824959	5220437	2	2	0
PD53364	PD53364c	chr5	5223003	6020375	3	2	1
PD53364	PD53364c	chr5	6150937	7188672	2	2	0
PD53364	PD53364c	chr5	7206734	20493967	3	2	1
PD53364	PD53364c	chr5	20534887	24435228	2	2	0
PD53364	PD53364c	chr5	24462035	25613777	3	2	1
PD53364	PD53364c	chr5	25778054	46206800	2	2	0
PD53364	PD53364c	chr5	49599589	50818587	4	2	2
PD53364	PD53364c	chr5	50832878	69470417	3	3	0
PD53364	PD53364c	chr5	69479979	71207763	3	2	1
PD53364	PD53364c	chr5	71395097	94867506	4	4	0
PD53364	PD53364c	chr5	94894653	99462887	9	9	0
PD53364	PD53364c	chr5	99468294	99536212	10	9	1
PD53364	PD53364c	chr5	99606895	100379474	8	8	0
PD53364	PD53364c	chr5	100380129	100392148	6	6	0
PD53364	PD53364c	chr5	100394818	112231779	8	8	0
PD53364	PD53364c	chr5	112262658	115279818	4	4	0
PD53364	PD53364c	chr5	115332615	119680858	6	6	0
PD53364	PD53364c	chr5	119683890	175899348	4	4	0
PD53364	PD53364c	chr5	175919942	175933336	4	2	2
PD53364	PD53364c	chr5	175933376	181281775	2	2	0
PD53364	PD53364c	chr6	177050	57921941	3	2	1
PD53364	PD53364c	chr6	60278698	67379994	3	2	1
PD53364	PD53364c	chr6	67395510	170594710	2	2	0
PD53364	PD53364c	chr7	35631	3261772	8	6	2
PD53364	PD53364c	chr7	3268666	5383077	7	5	2
PD53364	PD53364c	chr7	5385088	5784469	4	2	2
PD53364	PD53364c	chr7	5785756	7159363	6	4	2
PD53364	PD53364c	chr7	7187313	10443852	4	2	2
PD53364	PD53364c	chr7	10451433	11636228	7	5	2
PD53364	PD53364c	chr7	11637066	58100679	4	2	2
PD53364	PD53364c	chr7	60958181	159315787	3	2	1
PD53364	PD53364c	chr8	213476	40153560	1	1	0
PD53364	PD53364c	chr8	40275547	43173910	3	2	1
PD53364	PD53364c	chr8	46893065	52975898	3	2	1
PD53364	PD53364c	chr8	52977641	65418832	4	2	2
PD53364	PD53364c	chr8	65461184	69635085	6	4	2
PD53364	PD53364c	chr8	69636405	85557575	4	2	2
PD53364	PD53364c	chr8	85643858	111562304	3	2	1
PD53364	PD53364c	chr8	111592794	123051224	5	4	1
PD53364	PD53364c	chr8	123052630	132002524	4	3	1
PD53364	PD53364c	chr8	132024595	145055899	3	2	1
PD53364	PD53364c	chr9	12863	21809334	2	2	0
PD53364	PD53364c	chr9	21816647	30088462	0	0	0
PD53364	PD53364c	chr9	30213719	31334535	2	2	0
PD53364	PD53364c	chr9	31395901	38630872	4	2	2
PD53364	PD53364c	chr9	38636186	42986133	4	3	1
PD53364	PD53364c	chr9	43115273	66798892	4	3	1
PD53364	PD53364c	chr9	66801789	138130794	3	2	1
PD53364	PD53364c	chr9	138141594	138177101	2	1	1
PD53364	PD53364c	chr10	48005	33251141	2	2	0
PD53364	PD53364c	chr10	33564210	39475690	4	2	2
PD53364	PD53364c	chr10	41496724	42391659	4	2	2
PD53364	PD53364c	chr10	42402827	42798366	4	2	2
PD53364	PD53364c	chr10	42831179	44501863	2	2	0
PD53364	PD53364c	chr10	44632704	45699332	4	2	2
PD53364	PD53364c	chr10	45701127	51286336	2	2	0
PD53364	PD53364c	chr10	51557335	62479987	3	2	1
PD53364	PD53364c	chr10	62516166	70600500	2	2	0
